ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100.A10.vs.Ctrl.micro.logFC	LPS100.A10.vs.Ctrl.micro.p.value
ENSOARG00000017560	101117848	FLRT2	fibronectin leucine rich transmembrane protein 2	1.43812054884139	0.000609330983513041
ENSOARG00000017569	101110999	NOP58	NOP58 ribonucleoprotein	0.983940311778976	0.0010758397305592
ENSOARG00000017574	101115602	POLA1	DNA polymerase alpha 1, catalytic subunit	-0.620461957784599	0.0275567444530978
ENSOARG00000017576	101121255	MPLKIP	M-phase specific PLK1 interacting protein	0.766251767705599	0.00809734020318066
ENSOARG00000017585	101109883	ERO1A	endoplasmic reticulum oxidoreductase 1 alpha	1.01624538603758	0.00898889398895736
ENSOARG00000017586	101107493	CNPY4	canopy FGF signaling regulator 4	-0.431724645234205	0.0430812845163023
ENSOARG00000017592	101116918	MTBP	MDM2 binding protein	0.699349725165563	0.00429259848580958
ENSOARG00000017608	101121480	D2HGDH	D-2-hydroxyglutarate dehydrogenase	-1.04198922639323	0.000245844988607496
ENSOARG00000017609				-1.16069832169667	0.00152909408515461
ENSOARG00000017630	101113931	NR2F6	nuclear receptor subfamily 2 group F member 6	-0.834078963603925	0.00328104781386227
ENSOARG00000017641	101103793	BMPR2	Ovis aries bone morphogenetic protein receptor type 2 (BMPR2), mRNA.	0.990640341164124	0.0058921570468457
ENSOARG00000017652	101122750	BOK	BCL2 family apoptosis regulator BOK	-0.985792621938935	0.0278809604356696
ENSOARG00000017660	101121767	RALA	RAS like proto-oncogene A	0.744158530031124	0.0285060012518548
ENSOARG00000017682	101108455	RTL5	retrotransposon Gag like 5	-0.613027941719432	0.0104518488369172
ENSOARG00000017694	101106127	CLDND1	claudin domain containing 1	1.81717435402656	0.00174993683769648
ENSOARG00000017704	101111324	NOTCH4	notch 4	-1.66755072045404	0.00365696509141036
ENSOARG00000017717	101117420	SPG21	SPG21, maspardin	-1.01292564410513	0.000912692987733266
ENSOARG00000017722	101107757	AP4M1	adaptor related protein complex 4 subunit mu 1	-0.739018147394709	0.0110457419414427
ENSOARG00000017729	101110924	PCED1B	PC-esterase domain containing 1B	-1.81459918220575	0.00122962624164318
ENSOARG00000017741	101106485	RBBP6	RB binding protein 6, ubiquitin ligase	0.502437583334079	0.0415525910179711
ENSOARG00000017746		HASPIN	histone H3 associated protein kinase	-0.64005859790301	0.0484870706846501
ENSOARG00000017748	101116778	SLC3A2	solute carrier family 3 member 2	0.816358758194619	0.00973095429050847
ENSOARG00000017766	101105909	PRRC1	proline rich coiled-coil 1	1.02478514323193	0.00427875757884434
ENSOARG00000017767	101110497	KRIT1	KRIT1, ankyrin repeat containing	0.923045554563979	0.00218599240760405
ENSOARG00000017774	101111821	PYCR2	pyrroline-5-carboxylate reductase 2	-0.865358854515475	0.00054577075743748
ENSOARG00000017776	101110121	HDAC8	histone deacetylase 8	0.601026893060348	0.0113742225105818
ENSOARG00000017781	101112032	WDR12	WD repeat domain 12	0.667418829161632	0.0100746547656264
ENSOARG00000017782	101113422	MAFG	MAF bZIP transcription factor G	0.761752206796726	0.025981345842037
ENSOARG00000017792	101109347	XPNPEP3	X-prolyl aminopeptidase 3	-0.45491110588987	0.0423192044735239
ENSOARG00000017793	101113906	IRF2BP2	interferon regulatory factor 2 binding protein 2	-1.40322162927244	9.18758346734177e-05
ENSOARG00000017794	101107150	GBF1	golgi brefeldin A resistant guanine nucleotide exchange factor 1	0.517710272550964	0.0495703951672638
ENSOARG00000017795	101116978	TMEM263	transmembrane protein 263	0.918294883974768	0.0117766733351409
ENSOARG00000017802	101108015	MCM7	minichromosome maintenance complex component 7	-0.829177812603787	0.00251067619069384
ENSOARG00000017813	101111634	MRPL1	mitochondrial ribosomal protein L1	0.646039759720085	0.0276879146905314
ENSOARG00000017819	101105990	SF3B6	splicing factor 3b subunit 6	0.84278235560546	0.00811581708147527
ENSOARG00000017822				-0.832866292248124	0.0238442944033858
ENSOARG00000017824	101106244	TP53I3	tumor protein p53 inducible protein 3	-0.640946836686751	0.033525652717413
ENSOARG00000017827	101102439	AP5B1	adaptor related protein complex 5 subunit beta 1	-1.20189964257143	0.000542345206373675
ENSOARG00000017829	654404	ACLY	ATP citrate lyase	-0.725963516725207	0.0356324106815568
ENSOARG00000017830	101123261	UFSP1	UFM1 specific peptidase 1 (inactive)	-1.15934408370817	0.00253755262461927
ENSOARG00000017836	101112077	SDE2	SDE2 telomere maintenance homolog	0.544442922629074	0.0330686170742771
ENSOARG00000017845	101114666	MLST8	MTOR associated protein, LST8 homolog	-0.513856807629824	0.0390832957617111
ENSOARG00000017858	101119477	PARP16	poly(ADP-ribose) polymerase family member 16	-0.814121320392453	0.00763392362274947
ENSOARG00000017870	101101945	HDLBP	high density lipoprotein binding protein	0.622583241038557	0.0156835084425161
ENSOARG00000017872		AMMECR1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1	1.81757964242641	0.00133003266288476
ENSOARG00000017873	101112293	CARF	calcium responsive transcription factor	-1.06410870057666	0.0227053802037566
ENSOARG00000017883	101104417	RBM38	RNA binding motif protein 38	-0.862640093953107	0.0118287267439588
ENSOARG00000017885	101121885	TXNRD2	thioredoxin reductase 2	-0.712886570923574	0.0331350288112813
ENSOARG00000017887	101115055	RPGRIP1L	RPGRIP1 like	-1.03411685414936	0.0051323559966384
ENSOARG00000017893	101115387	SHLD1	shieldin complex subunit 1	-0.636920693933777	0.033527013290578
ENSOARG00000017894		PGBD1	piggyBac transposable element derived 1	-0.504190758820469	0.0224237156286922
ENSOARG00000017900	101103661	TMEM9	transmembrane protein 9	-1.10022142323878	0.000306642336565512
ENSOARG00000017903	101111164	TMEM164	transmembrane protein 164	0.919629156839313	0.00329789972009892
ENSOARG00000017906	101113687	PCYT2	phosphate cytidylyltransferase 2, ethanolamine	-1.0580887602943	0.000572693782264253
ENSOARG00000017919	101104358	SHTN1	shootin 1	0.784674818126618	0.0333758614791311
ENSOARG00000017935				-1.44588253685632	0.00106526447734262
ENSOARG00000017944	101116481		serine/arginine-rich splicing factor 6 pseudogene	0.751394334148546	0.00879212408387389
ENSOARG00000017953	101111419	ZSCAN21	zinc finger with KRAB and SCAN domains 1	-1.14573909717043	0.000397572919239939
ENSOARG00000017955	101117746	PRDM4	PR/SET domain 4	-0.840175810770687	0.03380914169666
ENSOARG00000017956				1.14524538307335	0.0139595145376138
ENSOARG00000017957	101119894	GPD1	glycerol-3-phosphate dehydrogenase 1	-0.550436423949693	0.0361522724440636
ENSOARG00000017960	101111306	PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	-0.834700127081151	0.000575210049595104
ENSOARG00000017969				0.877469419238546	0.0242287234787687
ENSOARG00000017976	101111207	ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3	-1.16131208179414	0.00705292204585486
ENSOARG00000017979	101112883	NBEAL1	neurobeachin like 1	-1.55046603544299	0.00439742423044152
ENSOARG00000017981				-1.09558391897901	0.00470626221328101
ENSOARG00000017982		PRXL2B	peroxiredoxin like 2B	-0.783700687339817	0.0414106420772811
ENSOARG00000017984	101121062	COPS9	COP9 signalosome subunit 9	0.707859936092228	0.0495802567964138
ENSOARG00000017985	101114713	ARHGDIA	Rho GDP dissociation inhibitor alpha	-0.626768827915933	0.011202139103041
ENSOARG00000017993	101116247	TRMT6	tRNA methyltransferase 6	0.628046175675277	0.0173802133390546
ENSOARG00000018008	101118007	RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase	0.42623265518102	0.0456644929163522
ENSOARG00000018010	101109499	TOMM70	translocase of outer mitochondrial membrane 70	0.675384015663282	0.00577578684027671
ENSOARG00000018015	101121122	TANGO2	transport and golgi organization 2 homolog	-0.770409315409594	0.00648805921178798
ENSOARG00000018022	101103346	LMO2	LIM domain only 2	-1.51406075012249	0.000934285750818615
ENSOARG00000018033	101117914		acyl-CoA synthetase family member 3, mitochondrial pseudogene	-0.653198651690289	0.0233079849361564
ENSOARG00000018035	443115	MMP2	matrix metallopeptidase 2	-0.621451578804368	0.0146308137604549
ENSOARG00000018045	101120428	SNX5	sorting nexin 5	-0.66750959002977	0.0177999921586884
ENSOARG00000018055	101106841	MARCH3	membrane associated ring-CH-type finger 3	1.76954986162744	0.00663140548076338
ENSOARG00000018057	101112954	RLIM	ring finger protein, LIM domain interacting	0.921442697131364	0.0108786375292602
ENSOARG00000018063	101122137	DGCR8	DGCR8, microprocessor complex subunit	-0.544141727208684	0.0148184049929719
ENSOARG00000018064	101105283	SH2B3	SH2B adaptor protein 3	1.49476509878704	0.00382428174564984
ENSOARG00000018065	101107680	CENPO	centromere protein O	-0.873529740509865	0.00373352028909482
ENSOARG00000018076	101109820	CYB5R1	NADH-cytochrome b5 reductase 1	-0.433351157361825	0.0361289776086334
ENSOARG00000018091	101115816	LPCAT2	lysophosphatidylcholine acyltransferase 2	-1.01439729087927	0.0387729126773838
ENSOARG00000018098	101110865	TBCEL	tubulin folding cofactor E like	-1.26309489449157	0.0170151198187337
ENSOARG00000018099	554259	TLR8	toll like receptor 8	-0.952893943732435	0.0211220576073079
ENSOARG00000018101	101118694	SRA1	steroid receptor RNA activator 1	0.752369949454737	0.0130578808992768
ENSOARG00000018111	100302073	RAB9A	RAB9A, member RAS oncogene family	1.18511787513199	0.00205611968135865
ENSOARG00000018122	101121230	RTCA	RNA 3'-terminal phosphate cyclase	0.524459026028904	0.0416343253198718
ENSOARG00000018138	101111281	RIOK2	RIO kinase 2	0.813133856870836	0.00493596568336422
ENSOARG00000018151	101111971	DIS3L	DIS3 like exosome 3'-5' exoribonuclease	-0.849685402243215	0.00330308946627363
ENSOARG00000018153	101118948	APBB3	amyloid beta precursor protein binding family B member 3	-0.628275071370559	0.014639151024007
ENSOARG00000018154	101120423	CNP	2',3'-cyclic nucleotide 3' phosphodiesterase	-1.05581198373453	0.00427875757884434
ENSOARG00000018156	101114439	HAUS8	HAUS augmin like complex subunit 8	0.88798260322566	0.00836181850136626
ENSOARG00000018167	101120682	MGME1	mitochondrial genome maintenance exonuclease 1	-0.901698339250549	0.00477365595425588
ENSOARG00000018170	101113989	ABCB7	ATP binding cassette subfamily B member 7	0.838137439889458	0.0014294823430666
ENSOARG00000018172	101117755	TMEM205	transmembrane protein 205	-0.829264937584406	0.0351886037385249
ENSOARG00000018188				-0.64708732506911	0.00344101782962877
ENSOARG00000018194	101108803	ABI3BP	ABI family member 3 binding protein	-1.48014437564243	0.029465887571928
ENSOARG00000018212	101111801	CHD1	chromodomain helicase DNA binding protein 1	1.09773968791399	0.0108786375292602
ENSOARG00000018225	101102815	ZWILCH	zwilch kinetochore protein	-0.787774141250312	0.00342200501194701
ENSOARG00000018226		RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	1.69607795917291	0.000373334309243333
ENSOARG00000018227	101104094	WSCD2	WSC domain containing 2	-2.3295983598137	0.000325479145507391
ENSOARG00000018228	101110667	ZC3H7B	zinc finger CCCH-type containing 7B	-0.816397020644643	0.0391955542762799
ENSOARG00000018232	101116336	LOC101116336	liver carboxylesterase-like	1.40191916095616	0.0278255976197942
ENSOARG00000018237	101116226	TCAF1	TRPM8 channel-associated factor 1	-0.942606631861843	0.0134997635859115
ENSOARG00000018242	101113636	LOC101113636	vascular cell adhesion protein 1-like	1.12712709102907	0.0202681356035925
ENSOARG00000018246	101110927	PHF5A	PHD finger protein 5A	0.669498304586013	0.0188054928446535
ENSOARG00000018255	101112055		family with sequence similarity 174 member A	0.908012062383933	0.00243879707133445
ENSOARG00000018262	101121275	NKIRAS2	NFKB inhibitor interacting Ras like 2	-0.883506348795593	0.0168958942748716
ENSOARG00000018272	101113954	ZW10	zw10 kinetochore protein	0.545735730577573	0.0322454326374524
ENSOARG00000018279	101120155	LARGE1	LARGE xylosyl- and glucuronyltransferase 1	-0.604749545857588	0.0403868529659925
ENSOARG00000018283	100170111	CYP3A24	cytochrome P450 CYP3A24	3.91841161651415	0.00274951588318054
ENSOARG00000018286	101123394	XPR1	xenotropic and polytropic retrovirus receptor 1	1.88935608961175	0.00271880192616138
ENSOARG00000018288	101122265	NCKAP5L	NCK associated protein 5 like	-1.29175388669182	0.000254998651555058
ENSOARG00000018298	100500776	DNMT3A	DNA methyltransferase 3 alpha	0.694919829929587	0.0387782727746736
ENSOARG00000018309	101114102	PEX1	peroxisomal biogenesis factor 1	-0.560460198124124	0.0120859423755199
ENSOARG00000018310	101110073	MAPK7	mitogen-activated protein kinase 7	0.752950393987924	0.0102071634359671
ENSOARG00000018316	101119722	TMCO6	transmembrane and coiled-coil domains 6	-0.684190476461517	0.0031549077616294
ENSOARG00000018319	101111182	POLR3H	RNA polymerase III subunit H	0.893490385857257	0.0137146450883629
ENSOARG00000018336	101122511	TMBIM6	transmembrane BAX inhibitor motif containing 6	0.630733959022066	0.0305210926425197
ENSOARG00000018339	101120935	KAT14	lysine acetyltransferase 14	0.365215108755525	0.0420795362660766
ENSOARG00000018343	101117955	LOC101117955	metallothionein-2	-1.15983349591539	0.0293603784017068
ENSOARG00000018349	101116379	ATP7A	ATPase copper transporting alpha	1.00619744268908	0.0289343184780415
ENSOARG00000018354	101109165		dystrobrevin beta	-1.0501974952338	0.0150591490107183
ENSOARG00000018360	101104788	CCDC174	coiled-coil domain containing 174	0.701185927389924	0.00620148611513777
ENSOARG00000018361		ZDHHC8	zinc finger DHHC-type containing 8	-1.48200145533854	7.22418118970327e-05
ENSOARG00000018378	101103469	FAM3C	family with sequence similarity 3 member C	0.617041574068085	0.0153881239601424
ENSOARG00000018387	101120679	CNTROB	centrobin, centriole duplication and spindle assembly protein	-0.675792592734639	0.0182709484763426
ENSOARG00000018388	101118468	BBS2	Bardet-Biedl syndrome 2	-0.927015651839754	0.000718463481968804
ENSOARG00000018390				-1.11940806052284	0.000505301381476549
ENSOARG00000018392	101111872	DESI1	desumoylating isopeptidase 1	1.33068504350917	0.000781213385853251
ENSOARG00000018393	101104493	PIAS1	protein inhibitor of activated STAT 1	0.598186713617117	0.0153209664363764
ENSOARG00000018397	100302550	SLC30A7	solute carrier family 30 member 7	0.85123170884836	0.0136877804693368
ENSOARG00000018399	101103830	TTI1	TELO2 interacting protein 1	-0.706939676231813	0.0169426593773956
ENSOARG00000018401	101122937	FMNL3	formin like 3	2.09027279336406	3.39866357592953e-05
ENSOARG00000018403				-0.70159866371855	0.0464078758196438
ENSOARG00000018406	101115329	DPH5	diphthamide biosynthesis 5	1.16445855209193	0.000305491417942864
ENSOARG00000018417	678673	CLN6	CLN6, transmembrane ER protein	-1.2257629372236	0.000642056359856924
ENSOARG00000018418	101120240	DND1	DND microRNA-mediated repression inhibitor 1	1.23640634735446	0.00107439950377513
ENSOARG00000018426	101121720	ZNF184	zinc finger protein 184	-1.21038401346716	0.0256053677654927
ENSOARG00000018429	101105817	ARHGEF5	Rho guanine nucleotide exchange factor 5	1.9379875053514	0.000294849610557435
ENSOARG00000018433		FEM1B	fem-1 homolog B	0.661790239708732	0.00418761555795375
ENSOARG00000018435	101104081	RPRD1B	regulation of nuclear pre-mRNA domain containing 1B	1.25655819303388	0.0115286090053684
ENSOARG00000018437	101114015	GIN1	gypsy retrotransposon integrase 1	0.653756841487192	0.0101216311194027
ENSOARG00000018439				-1.27289871707707	0.000161315802977654
ENSOARG00000018441	101105431	FAM210B	family with sequence similarity 210 member B	-1.41947529830538	0.00361200535670177
ENSOARG00000018452	101108384	GRAMD2B	GRAM domain containing 2B	-1.47370599204244	0.00611309571409481
ENSOARG00000018459	101118653	MTG1	mitochondrial ribosome associated GTPase 1	-0.956360454789376	0.00604896422448538
ENSOARG00000018460	101119240	NUDT21	nudix hydrolase 21	0.949071895136971	0.00176947399716734
ENSOARG00000018468	101116783	FADD	Fas associated via death domain	0.86088529740339	0.00490547492648153
ENSOARG00000018471	101120491	HARS	histidyl-tRNA synthetase	0.688154132200133	0.0151084420201552
ENSOARG00000018475		HMOX1	heme oxygenase 1	-2.27897429471828	8.07197180919192e-06
ENSOARG00000018493		GPC1	glypican 1	-0.797718497377119	0.00201529690309064
ENSOARG00000018495	101115188	INO80D	INO80 complex subunit D	1.67639076292508	0.00166959463430297
ENSOARG00000018507	101109465	DHRS11	dehydrogenase/reductase 11	-0.771635536154636	0.00231602623696933
ENSOARG00000018509	101102078	MR1	major histocompatibility complex class I-related gene protein	-1.0383421966236	0.0421125724512948
ENSOARG00000018516	100302064	RAB10	RAB10, member RAS oncogene family	0.803006163683671	0.00511664724988024
ENSOARG00000018518	101108539	ZNF655	zinc finger protein 655	0.588126080918099	0.0227053802037566
ENSOARG00000018520	101119917	PRPSAP2	phosphoribosyl pyrophosphate synthetase associated protein 2	-1.27573948095436	0.000262319766425628
ENSOARG00000018523	101109985	KAT2A	lysine acetyltransferase 2A	-1.21802840747473	0.000144024559297472
ENSOARG00000018538	101109324	ZKSCAN5	zinc finger with KRAB and SCAN domains 5	0.600341038565361	0.0355166708458017
ENSOARG00000018543	101120101	NSFL1C	NSFL1 cofactor	0.560246634239464	0.0264277469810691
ENSOARG00000018554				-0.987785918884342	0.000610956206931765
ENSOARG00000018556				-1.00941009211823	0.00371583672191046
ENSOARG00000018563	101115434	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	-0.508716049737404	0.0161782051116041
ENSOARG00000018565	101121599	HARS2	histidyl-tRNA synthetase 2, mitochondrial	-0.452815256194149	0.0216548234213125
ENSOARG00000018566	100307035	CAT	catalase	-1.32012605409392	0.000187178219822461
ENSOARG00000018574	101109079	LOC101109079	NTF2-related export protein 2	1.12608927077624	0.0134691364283735
ENSOARG00000018580	101103973	AASS	aminoadipate-semialdehyde synthase	1.68120453262946	0.000842368154662415
ENSOARG00000018616	101111204	MRM1	mitochondrial rRNA methyltransferase 1	-0.691098382224228	0.0228621343982434
ENSOARG00000018627	101114590	TSC22D3	TSC22 domain family member 3	-0.732170485471373	0.0208867481849648
ENSOARG00000018630	101103910	RER1	retention in endoplasmic reticulum sorting receptor 1	0.576801301468867	0.0325519962502452
ENSOARG00000018647	101114023	KIF23	kinesin family member 23	-1.22990492100251	0.00470196063291795
ENSOARG00000018649	101107052	ABT1	activator of basal transcription 1	0.750607503990234	0.00918688261747669
ENSOARG00000018650	101108869	NRN1	neuritin 1	-2.91716585113317	0.00113258658097215
ENSOARG00000018668		CPSF4	cleavage and polyadenylation specific factor 4	0.578808122906272	0.0294310500855334
ENSOARG00000018670	101118266	FGL2	fibrinogen like 2	-0.773358420936572	0.0134191891841275
ENSOARG00000018685	101116367	KCTD5	potassium channel tetramerization domain containing 5	0.656448012510011	0.0478432004362268
ENSOARG00000018693		CSRP1	cysteine and glycine rich protein 1	-1.07005911150935	0.000334834729758191
ENSOARG00000018719	101118319	RNPC3	RNA binding region (RNP1, RRM) containing 3	0.491151448607108	0.0225895257955863
ENSOARG00000018732	101107524	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats	-2.3203593694988	6.23796954397778e-05
ENSOARG00000018737	101114151	ALCAM	activated leukocyte cell adhesion molecule	1.98259842554884	0.000644184598914635
ENSOARG00000018751	101108800	KDM8	lysine demethylase 8	0.928738790542069	0.00644981334900932
ENSOARG00000018754	101118688		spermatogenesis associated serine rich 2	-0.540498465853104	0.0286115781749318
ENSOARG00000018756				0.960710069417915	0.011649348205589
ENSOARG00000018757	101102999	GLUL	glutamate-ammonia ligase	-2.15403358232946	0.000384870718651419
ENSOARG00000018763	101119999	UNC119	unc-119 lipid binding chaperone	-1.25111670161604	5.15401201156965e-05
ENSOARG00000018767	101115126		factor interacting with PAPOLA and CPSF1	0.901911547749433	0.00110974282354939
ENSOARG00000018770	101118078	CXorf21	chromosome X open reading frame, human CXorf21	-0.909639633102057	0.0460375229392689
ENSOARG00000018773	101107523		BMP2 inducible kinase	-0.605385709323084	0.0291857167495508
ENSOARG00000018775	101114404	CBLB	Cbl proto-oncogene B	1.91539875075198	0.00109113167903537
ENSOARG00000018779	101108537	TRAF3IP1	TRAF3 interacting protein 1	0.846401147475022	0.00160395785785879
ENSOARG00000018783	101109398	RPP40	ribonuclease P/MRP subunit p40	-0.861176641524934	0.0142712406111044
ENSOARG00000018792	101113226	CENPM	centromere protein M	-0.967356169683787	0.0284109485036162
ENSOARG00000018794		CYB5D2	cytochrome b5 domain containing 2	-0.604034967475384	0.00779161237672778
ENSOARG00000018801				0.649382093196718	0.0418553899187616
ENSOARG00000018807	101121537	HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1	0.693193382045311	0.0109092907428955
ENSOARG00000018809	101113884	CD44	CD44 molecule (Indian blood group)	1.91278346495251	0.000379956310842048
ENSOARG00000018817	101116022	RBM41	RNA binding motif protein 41	1.34402406709876	0.00638980404201124
ENSOARG00000018823	101121132	SLC25A24	solute carrier family 25 member 24	-0.864409300785746	0.0463643946397618
ENSOARG00000018825	101118896	FAM160A2	family with sequence similarity 160 member A2	0.547746837831954	0.0188988197850216
ENSOARG00000018841				1.67127470324867	0.000511515782136848
ENSOARG00000018845	100145858	NAGA	alpha-N-acetylgalactosaminidase	-0.505938414017791	0.0239283105638697
ENSOARG00000018847	443118	CREB1	cAMP responsive element binding protein 1	0.999371728490257	0.000757806864081817
ENSOARG00000018849	101122535	GHDC	GH3 domain containing	-0.910474784794585	0.000572124261290519
ENSOARG00000018855	101105501	LNX1	ligand of numb-protein X 1	3.31336793016004	0.0001208678098216
ENSOARG00000018856				1.16405886038073	0.00352494921123505
ENSOARG00000018871	101111153	CD47	CD47 molecule	1.22437523701471	0.00350978495177272
ENSOARG00000018877	101115544	GRAMD2A	GRAM domain containing 2A	2.05740838109248	0.00162873960462328
ENSOARG00000018878	101121924	FOXRED2	FAD dependent oxidoreductase domain containing 2	-1.38662876085183	0.0171043129692231
ENSOARG00000018885	101118081	METTL21A	methyltransferase like 21A	0.726721850894444	0.00441737508759588
ENSOARG00000018894	100820753	IL21R	interleukin 21 receptor	2.42157481960189	0.00104294030424924
ENSOARG00000018897	101111421	IFT57	intraflagellar transport 57	0.943493086421935	0.00322919247691361
ENSOARG00000018900	101121960	CPNE2	copine 2	-0.758584714009341	0.0064545424608956
ENSOARG00000018904	101110145	PARP6	pyruvate kinase PKM	0.566491784191637	0.0185431841972685
ENSOARG00000018916	101111932	MYH15	myosin heavy chain 15	-1.38762937718583	0.00441737508759588
ENSOARG00000018936	101105651		cytochrome P450 2D14	-1.30418357022762	0.0194352229345926
ENSOARG00000018945	101114510	TCF20	transcription factor 20	0.507853045580553	0.0218292708696962
ENSOARG00000018953		CHIC2	cysteine rich hydrophobic domain 2	1.11703059604832	0.000528300122276663
ENSOARG00000018954	101111279	SNX2	sorting nexin 2	-0.524968995167786	0.0249889286041255
ENSOARG00000018955	101105904	NFAM1	NFAT activating protein with ITAM motif 1	-0.414225833530208	0.0451285941562488
ENSOARG00000018960	101104846	RALGAPB	Ral GTPase activating protein non-catalytic beta subunit	1.03054442938362	0.00489041341599526
ENSOARG00000018964	101122961	STAT5B	signal transducer and activator of transcription 5B	1.16723758400104	0.000220471531821532
ENSOARG00000018968	101107787	WDR36	WD repeat domain 36	1.03005167089043	0.0051115353401008
ENSOARG00000018970	101115924	CIP2A	cell proliferation regulating inhibitor of protein phosphatase 2A	0.987322883843239	0.00105959808369036
ENSOARG00000018983	101106160	SERHL2	serine hydrolase like 2	-0.921103741566576	0.00209804034773092
ENSOARG00000018995	101111438	SLC35F6	solute carrier family 35 member F6	-1.31624719492705	0.00089814427061679
ENSOARG00000019036	101111635	INSYN1	inhibitory synaptic factor 1	-1.7148599533296	0.00334707031576251
ENSOARG00000019038	101102102	TAF13	TATA-box binding protein associated factor 13	1.06309775751845	0.00124581701453714
ENSOARG00000019041	101117366	GRK3	G protein-coupled receptor kinase 3	0.881935958334038	0.00514861505531876
ENSOARG00000019050	101122939	NCF4	neutrophil cytosolic factor 4	0.686068642140266	0.0273906495695508
ENSOARG00000019051	101112484	SDR39U1	short chain dehydrogenase/reductase family 39U member 1	-1.11275150964682	0.000647703098895916
ENSOARG00000019057	101115447	ARFGAP3	ADP ribosylation factor GTPase activating protein 3	-0.799477419007912	0.00865943281682002
ENSOARG00000019058	101112733	KHNYN	KH and NYN domain containing	0.729040238172546	0.00434230266224055
ENSOARG00000019063	101112982	CBLN3	cerebellin 3 precursor	1.48335965327706	0.00660958408472412
ENSOARG00000019079	101107132	TRAF6	TNF receptor associated factor 6	0.563825619027464	0.00879526357742499
ENSOARG00000019080	443051	COL6A3	collagen type VI alpha 3 chain	-1.51512409364488	0.0150315114399784
ENSOARG00000019104	101116134	TTLL1	tubulin tyrosine ligase like 1	-0.927006491726595	0.00956314609584888
ENSOARG00000019108	100135438	SARS	seryl-tRNA synthetase	0.696216106189558	0.0428560391654913
ENSOARG00000019110	101122709	CTC1	CST telomere replication complex component 1	-0.56855114331369	0.0128335368865997
ENSOARG00000019111	101113479	KHK	ketohexokinase	-0.945320644129873	0.0099859717011266
ENSOARG00000019122				-1.15972985179817	0.0340296964923314
ENSOARG00000019129	101122616	TRIB3	tribbles pseudokinase 3	1.38488885138935	0.000236392005759009
ENSOARG00000019131	101113760	DHRS1	dehydrogenase/reductase 1	-0.473796005449509	0.0283009126267513
ENSOARG00000019132	101111683	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	-1.88481893664335	0.000248467484592111
ENSOARG00000019135	101103606	CELSR2	cadherin EGF LAG seven-pass G-type receptor 2	-1.30953050935151	0.00519877775620361
ENSOARG00000019139	101114020	RABGGTA	Rab geranylgeranyltransferase subunit alpha	-0.595295698334783	0.020067289806118
ENSOARG00000019143	101104978	CACNB3	calcium voltage-gated channel auxiliary subunit beta 3	-1.8336703756298	0.000372514469770061
ENSOARG00000019146	101114274	TGM1	transglutaminase 1	2.33330170925461	0.00260336615768122
ENSOARG00000019160	101114524	GMPR2	guanosine monophosphate reductase 2	-0.852095333518649	0.00185288553373172
ENSOARG00000019161		ZCCHC3	zinc finger CCHC-type containing 3	0.90020114598827	0.0461223585893917
ENSOARG00000019165	101102135	MPST	mercaptopyruvate sulfurtransferase	0.902757684060298	0.00483115770099079
ENSOARG00000019175	101113983	NECTIN3	nectin cell adhesion molecule 3	1.84077757392709	0.00581527012662186
ENSOARG00000019178	101123271	ACADL	acyl-CoA dehydrogenase long chain	-1.09925090344755	0.0412019219452502
ENSOARG00000019182	101105735	ADCY6	adenylate cyclase 6	-1.63289503525423	0.00302983035867804
ENSOARG00000019184	101104538	SORT1	sortilin 1	-0.50028262688794	0.0377970453814737
ENSOARG00000019201	101116656	IRF9	interferon regulatory factor 9	0.752268647787769	0.0199816299385788
ENSOARG00000019212	100135691	PSME2	proteasome activator subunit 2	1.03523761637695	0.0086874713591663
ENSOARG00000019214	101117152	EFCAB6	EF-hand calcium binding domain 6	-1.15729728608044	0.0194884141859923
ENSOARG00000019221	101119354	ABHD10	abhydrolase domain containing 10	-0.507298225300536	0.0270887071758586
ENSOARG00000019231	101107857	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2	-0.940634584051706	0.0104692252070277
ENSOARG00000019235	101102702	MID1IP1	MID1 interacting protein 1	-1.59683801919823	9.47337689238767e-05
ENSOARG00000019237	101120669	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial	0.880840675256465	0.00214027541568449
ENSOARG00000019261	101116554	MPV17	mitochondrial inner membrane protein MPV17	-0.69537232416628	0.00516211642074477
ENSOARG00000019263	101119050	LOC101119050	dehydrogenase/reductase SDR family member 4	-0.636307738431809	0.00470626221328101
ENSOARG00000019265	101118176	PARVB	parvin beta	1.82796050903452	0.000610679376966091
ENSOARG00000019266	101107149	AMPD2	adenosine monophosphate deaminase 2	-0.602531965919752	0.0139166520993529
