ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100_1_hit.vs.Ctrl_1_hit.astro.logFC	LPS100.vs.Ctrl.micro.logFC	LPS100_1_hit.vs.Ctrl_1_hit.astro.p.value	LPS100.vs.Ctrl.micro.p.value
ENSOARG00000015169	101101941	IFIT2	interferon induced protein with tetratricopeptide repeats 2	3.63671570426248	2.494492068786	2.57306273633231e-05	0.0215099415425377
ENSOARG00000015175	101117905	MTMR9	myotubularin related protein 9	0.826223621233124	2.35314589570544	0.0333012086526193	0.00170214263427905
ENSOARG00000015177	101102194	IFIT1	interferon-induced protein with tetratricopeptide repeats 1	3.22846622696393	2.90636110247569	3.75483299864346e-05	0.0164992347430071
ENSOARG00000015226				4.16681348496762	4.33389881474756	0.000659223494326145	0.000397480519517202
ENSOARG00000015234	101104239	PARM1	prostate androgen-regulated mucin-like protein 1	1.74905528754419	2.5760506224297	6.01402307672979e-05	0.00112987793429787
ENSOARG00000015236		MAFF	MAF bZIP transcription factor F	1.62901275114532	2.42480017108271	0.000142297109159737	0.00560182994942212
ENSOARG00000015256	101114957	TNIP3	TNFAIP3 interacting protein 3	2.65208663553028	4.88259563650967	0.00124734008271997	0.000149054260349314
ENSOARG00000015270	101120134	TRIM56	tripartite motif containing 56	1.09000095468545	1.74088954167439	0.00911707252736427	0.0401620794140439
ENSOARG00000015297	101120367	GBP5	guanylate binding protein 5	3.88162757795789	4.86743229052597	7.36986265722909e-05	0.000391592196006221
ENSOARG00000015342	101108832	NDNF	neuron derived neurotrophic factor	1.22520055195015	1.64347086690023	0.000698341573831224	0.0174184284358665
ENSOARG00000015343	101122348	GNPTAB	N-acetylglucosamine-1-phosphate transferase subunits alpha and beta	-0.798440424253985	-1.97695271925156	0.0417076705488629	0.0331630670035802
ENSOARG00000015388	101108431	ELOVL5	ELOVL fatty acid elongase 5	1.57312564112546	2.18555587487194	5.32534078328837e-05	0.0238175136779124
ENSOARG00000015414	101114579		trichohyalin-like	3.4141958215445	4.51360929264121	0.000814755502918573	0.000307820476718314
ENSOARG00000015430	443400	CSF2	colony stimulating factor 2	8.2349261978008	7.9964026000354	2.26829995669672e-05	0.000400643071883284
ENSOARG00000015432	101120875	LOC101120875	guanylate-binding protein 6-like	3.88814499103227	6.33402104422403	0.000421787526788589	4.69634058382853e-05
ENSOARG00000015442	101120006	MPP7	membrane palmitoylated protein 7	1.8838212959799	3.42117938902413	0.000345101392673801	0.000841275674902026
ENSOARG00000015462	101122002	COQ10B	coenzyme Q10B	1.68780589080033	1.30374404142893	5.81590858637292e-05	0.027480709920019
ENSOARG00000015467	101109084	DRAM1	DNA damage regulated autophagy modulator 1	1.5765156158427	3.00627788679629	0.00651940028316201	0.000872720356936537
ENSOARG00000015656	443045	ICAM1	intercellular adhesion molecule 1	3.2050520998045	4.06649032747917	3.25933950833814e-05	0.000623552188592267
ENSOARG00000015723	101102372	PLCL1	phospholipase C like 1 (inactive)	-1.52634822323376	-1.77163404831393	0.000929142207557199	0.0139540395887798
ENSOARG00000015761	101122994	HTR7	5-hydroxytryptamine receptor 7	0.882585966459862	2.23155097862336	0.0375635002284441	0.00405324607599056
ENSOARG00000015776	101116190	C21orf91	chromosome 1 open reading frame, human C21orf91	3.34110252773225	2.48629356766662	2.19545469159877e-05	0.00297748048545224
ENSOARG00000015781	101116476	ICAM4	intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)	3.31034325740192	5.32133729849567	6.02111927474301e-05	0.000377673277383185
ENSOARG00000015790	100620049	BTG3	BTG anti-proliferation factor 3	1.39648014497347	2.82189281856656	3.54196436646064e-05	0.00786817271826198
ENSOARG00000015805	101108523	WDR6	WD repeat domain 6	-1.34575988843061	-1.57129548327471	0.000219448452217407	0.00276590032307791
ENSOARG00000015809	101107714	PSMD12	proteasome 26S subunit, non-ATPase 12	0.939583122014114	1.14274607708759	0.00751839750726927	0.0365310806195
ENSOARG00000015828	101102297	LOC101102297	formimidoyltransferase-cyclodeaminase-like	-1.68777932669501	-1.36030913370577	0.013900099064395	0.0100482840113177
ENSOARG00000015857	101103741	METRNL	meteorin like, glial cell differentiation regulator	1.28880623202716	2.12585100169184	0.0057729001610861	0.00405324607599056
ENSOARG00000015864	101115017	SOCS2	suppressor of cytokine signaling 2	1.57052672072199	2.38270617625096	0.000464268629992165	0.0122515065470898
ENSOARG00000015882	101111828	PPFIBP2	PPFIA binding protein 2	-1.94274959416312	-1.82590639895946	0.000540291115847387	0.0136696364447639
ENSOARG00000015916	101115779	CEP83	centrosomal protein 83	1.32434674769473	1.63918460152684	8.09346457252161e-05	0.00360477746280195
ENSOARG00000015947	101120526	GLRX5	glutaredoxin 5	1.13462569666518	2.85351577931246	0.00945839192008365	0.0025850436641442
ENSOARG00000016003	101102743	ACOD1	aconitate decarboxylase 1	4.02365704817234	5.56813618947806	8.34165139153519e-06	0.000519243282682712
ENSOARG00000016009		STK32C	serine/threonine kinase 32C	-1.95125041149248	-2.12452387362329	0.000502587117535462	0.0392089434412086
ENSOARG00000016081	101107953	UPP1	uridine phosphorylase 1	2.46486587369995	1.92461633423807	8.25552628322958e-05	0.0124573681454619
ENSOARG00000016099	100286738	MEF2C	myocyte enhancer factor 2C	-1.94390754966291	-2.53629829403039	0.000351754154719504	0.0401620794140439
ENSOARG00000016104	101118773	PDE1B	phosphodiesterase 1B	3.32258262943684	2.62179371884035	0.000814755502918573	0.00103514942532738
ENSOARG00000016111	101117838	POLD2	DNA polymerase delta 2, accessory subunit	-1.36729606294943	-1.81040038123667	0.00680774814949646	0.00522271807986169
ENSOARG00000016128	101109858	MAP3K2	mitogen-activated protein kinase kinase kinase 2	1.20070517380806	2.28106822513547	0.0331535482879532	0.00174762493564781
ENSOARG00000016157				1.17304322399212	2.17668269441325	0.0138554781732767	0.000640832963649941
ENSOARG00000016177	101119920	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2	-1.43226840484662	-1.53570226503312	0.0371077710688904	0.0401620794140439
ENSOARG00000016184	101117716	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1	1.53435477371661	2.41365123950433	0.0112691686269122	0.016805366417466
ENSOARG00000016195	101107591	ZNF385A	zinc finger protein 385A	-1.64463240796899	-1.26752582588388	0.00180580019428091	0.037271527206761
ENSOARG00000016207	101119970	GPR84	G protein-coupled receptor 84	2.21244858000524	4.78022446605617	0.00262570730296569	0.00042281704580578
ENSOARG00000016210	101110389	NAB1	NGFI-A binding protein 1	1.04074110071166	1.33426595929842	0.00668448071639831	0.0062065153845808
ENSOARG00000016213	100301555	APOBEC3Z1	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like	9.00778310453752	7.52999322153905	2.00396104870082e-07	0.000307820476718314
ENSOARG00000016214		JPT2	Jupiter microtubule associated homolog 2	-1.33196626732182	-0.972343787417427	0.00221136064162404	0.0493123542332418
ENSOARG00000016278	101106554	GCNT2	glucosaminyl (N-acetyl) transferase 2 (I blood group)	2.59628954076684	1.94406946973209	0.000105621790409309	0.0194205963491882
ENSOARG00000016300	101108669	FN3KRP	fructosamine 3 kinase related protein	-1.09094695734864	-1.16562924510897	0.0026993281708525	0.0237690348323476
ENSOARG00000016302	101106080	TRIM36	tripartite motif containing 36	2.7181581795548	3.06272814224229	2.49971912964647e-05	0.00276725447099978
ENSOARG00000016386	101118272	ATG4D	autophagy related 4D cysteine peptidase	1.39088621842971	2.82133985503108	6.52981754624738e-05	0.00702316896042934
ENSOARG00000016390	101113825	SLC40A1	solute carrier family 40 member 1	-1.88423873188969	-3.4746441972377	0.000101165344004538	0.002199138687687
ENSOARG00000016399	101120399	CDC42EP3	CDC42 effector protein 3	-1.78048144971155	-1.75438616484972	0.00155645617533611	0.0175841205278068
ENSOARG00000016452	443513	PPARG	peroxisome proliferator-activated receptor gamma	-1.81072587143343	-2.34962096426933	0.00926874323152205	0.00104604808102232
ENSOARG00000016468	101113613	RASSF2	Ras association domain family member 2	1.14709003899694	1.89270936292117	0.0207848247926107	0.0326737881005719
ENSOARG00000016485	100302348	PMP22	peripheral myelin protein 22	-1.13959122281985	-1.59059037423968	0.0118667517625895	0.00389555816737234
ENSOARG00000016486	101110258	APBB1IP	amyloid beta precursor protein binding family B member 1 interacting protein	-1.77971495126218	-1.15565143885216	8.33690461979309e-05	0.013771748354274
ENSOARG00000016498	101114609	SLC27A1	solute carrier family 27 member 1	-1.13054556843266	-2.42629719314774	0.0152665292368731	0.00566447423591815
ENSOARG00000016510				2.13725341365095	2.16832943399458	0.000659016964482673	0.0303320979652511
ENSOARG00000016539	105603547	SLC26A6	solute carrier family 26 member 6	-0.979557345910172	-0.966878331235069	0.037492141230319	0.0234307860235286
ENSOARG00000016549	101104461	LONRF3	LON peptidase N-terminal domain and ring finger 3	-1.84234602066133	-1.909661579105	0.0159797204983235	0.0493283187823137
ENSOARG00000016611	442997	CXCL10	C-X-C motif chemokine ligand 10	5.02478846729935	4.98961231858217	1.57481100034356e-05	0.00100236160476959
ENSOARG00000016617	101114219	TRANK1	tetratricopeptide repeat and ankyrin repeat containing 1	3.38787261898944	3.416064867345	0.000138616000724648	0.00154750916791505
ENSOARG00000016628	101118528	CDKN2D	cyclin dependent kinase inhibitor 2D	1.3972858111649	2.79918247242219	0.0140334468762734	0.000858711407315907
ENSOARG00000016662		TNFAIP8	TNF alpha induced protein 8	2.20149429265764	2.86241367922812	6.2594292455924e-05	0.000400643071883284
ENSOARG00000016668	101108750	CXCL11	C-X-C motif chemokine ligand 11	7.81743709727874	6.12413998657725	8.28497247496469e-07	0.0033638294719376
ENSOARG00000016679	101108113		dedicator of cytokinesis 11	-1.15519547353017	-1.50105822176666	0.0107895365748434	0.00490330936301165
ENSOARG00000016704	101123557	CNGA1	cyclic nucleotide gated channel alpha 1	6.6309150752598	6.72253236163236	1.08037261081014e-05	9.6621763865638e-06
ENSOARG00000016720	101104485		chondroitin sulfate synthase 3	1.10742913915995	5.18311586198799	0.0470441716268593	0.00139720034034466
ENSOARG00000016744	443078	NOS2	nitric oxide synthase 2	4.34903584936525	6.05989668905082	1.80604355716046e-06	0.000125803926915973
ENSOARG00000016760	100217400	BTG1	BTG anti-proliferation factor 1	1.41928116154541	2.09675212476737	2.26829995669672e-05	0.0180383125755343
ENSOARG00000016787	100422801	BST-2B	bone marrow stromal cell antigen 2B	2.80413256968617	3.29593188753791	9.58663917362895e-05	0.00100236160476959
ENSOARG00000016789	101101985	NIPAL1	NIPA like domain containing 1	2.05129811369474	1.65392176230008	3.58066550628343e-05	0.00283515623773173
ENSOARG00000016812	101104547	AGFG2	ArfGAP with FG repeats 2	-1.37111453687084	-1.6526328396177	0.00402142624110263	0.0192294261442816
ENSOARG00000016816	101108230	SLC49A3	solute carrier family 49 member 3	-1.10599994025943	-1.78845097119139	0.0401911545906307	0.000762418311967971
ENSOARG00000016852	101106914	CFLAR	CASP8 and FADD like apoptosis regulator	3.54257968126264	3.86672574724246	8.73748334007369e-06	0.000294552068157482
ENSOARG00000016864	101110861	LONP2	lon peptidase 2, peroxisomal	-0.827129133083834	-0.977513908638957	0.0339362644791109	0.013796476649279
ENSOARG00000016888	101105506	IQGAP2	IQ motif containing GTPase activating protein 2	-1.43638830540744	-1.92031933581872	0.0022849638973617	0.00370085591513188
ENSOARG00000016913	101102662	NPEPL1	aminopeptidase like 1	-1.53198031309569	-1.5152292050982	0.0013102124320354	0.00330088201429224
ENSOARG00000016922	101107334	CASP8	caspase 8	2.07483901910848	1.93724227412465	0.000178627700988439	0.0334850454359956
ENSOARG00000016939	101113705	LOC101113705	ubiquitin D-like	1.55100902179137	2.33992181848579	0.00311615196469331	0.0357216069196577
ENSOARG00000016940				2.40626462609093	2.86970951247221	0.00335622253020972	0.00524828255686225
ENSOARG00000016957	101115818	N4BP1	NEDD4 binding protein 1	2.1624858967836	2.58770428904557	0.000123143172405992	0.00193987656429207
ENSOARG00000017006				1.27527701821218	2.09164790440364	0.0113900059495825	0.00822604948765115
ENSOARG00000017007	101117133	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2	-0.922296577795986	-1.58379926102796	0.0268877960071721	0.00981963035384968
ENSOARG00000017011	101119648	CYP7B1	25-hydroxycholesterol 7-alpha-hydroxylase	2.55515514776649	3.53947174427925	0.000581255287105244	0.000651041613478429
ENSOARG00000017096				-1.0221050493905	-1.55896537528785	0.00664676210636934	0.0106259178171582
ENSOARG00000017129	101122975	ZBED5	zinc finger BED-type containing 5	-1.33356489542872	-1.39058597762272	0.00833117935306538	0.0131033526454444
ENSOARG00000017134	101120417	PDE7A	phosphodiesterase 7A	1.65184698811114	2.99897875046032	0.0169224631941548	0.00378050988181393
ENSOARG00000017156	101122289	SHPK	sedoheptulokinase	-1.7585167589116	-2.13525705538423	0.00752934993900414	0.00187224868554659
ENSOARG00000017191	101101937	SIPA1	signal-induced proliferation-associated 1	-1.94464408572019	-1.59728985653247	0.000394924095486468	0.00424839597364513
ENSOARG00000017265	101116050	TMEM173	transmembrane protein 173	-1.73847109580485	-2.24458413553413	0.00452276970920214	0.00189352933612317
ENSOARG00000017294				1.02919054794623	2.0536829717721	0.0412116874153862	0.00671923281046416
ENSOARG00000017342	101119978	PSMA2	proteasome subunit alpha 2	1.45077319645966	1.62491437305613	0.00295838230700904	0.019752384413143
ENSOARG00000017382	101106737	GAL3ST4	galactose-3-O-sulfotransferase 4	-0.979436484505216	-2.56204821745097	0.0283044955569562	0.00076500753154945
ENSOARG00000017389	101104785	HVCN1	hydrogen voltage gated channel 1	1.66282954024834	5.2746030057214	0.00773231090966765	0.000299292752945041
ENSOARG00000017407	101105705	HPS6	HPS6, biogenesis of lysosomal organelles complex 2 subunit 3	-1.084057864275	-0.973009171338632	0.00604384800118999	0.0163174607824934
ENSOARG00000017411	101116301	CSRNP2	cysteine and serine rich nuclear protein 2	1.16843888641401	1.12889948459656	0.0022842571728745	0.020858210506707
ENSOARG00000017418	101104169	ZBP1	Z-DNA binding protein 1	3.2184419780711	3.48418530432345	0.000393421472221657	0.00647292253788343
ENSOARG00000017427	101105964	LDB1	LIM domain binding 1	-1.67999153524198	-1.61857519844856	2.16217968412688e-05	0.0044290323987626
ENSOARG00000017439	101115614		natural resistance-associated macrophage protein 2	1.28497063072703	2.00784680724776	0.0185908763996753	0.00510697691438896
ENSOARG00000017474	101119486	JUP	junction plakoglobin	-1.19746716587829	-1.95511826221893	0.0115749895055392	0.0105042782067232
ENSOARG00000017544	101112659	LRRC45	leucine rich repeat containing 45	-1.07554013524655	-1.47581356686849	0.0137901411555044	0.0173171056559587
ENSOARG00000017581	101119656	KDM6B	lysine demethylase 6B	1.29151310570076	2.06286944776408	0.0243235771954031	0.00724102177548996
ENSOARG00000017585	101109883	ERO1A	endoplasmic reticulum oxidoreductase 1 alpha	1.07710808002051	1.58283439043476	0.0154691490244892	0.020356394642854
ENSOARG00000017662				2.02764325270864	1.22744075426794	0.000318322087256131	0.0431233081710675
ENSOARG00000017673	443013	PTGER2	prostaglandin E receptor 2	2.76485433009923	3.39371317681089	0.000217764399416723	0.000640832963649941
ENSOARG00000017687				3.50469270989004	1.67831121248795	2.48064810321627e-06	0.0137352214844604
ENSOARG00000017717	101117420	SPG21	SPG21, maspardin	-1.13055154204122	-1.6646081350242	0.000595387985334804	0.00289287276206855
ENSOARG00000017769	101109515	CITED1	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1	3.05872021380605	5.68097112079305	0.000375421922348136	0.00116997679859616
ENSOARG00000017799	101117071	KANK2	KN motif and ankyrin repeat domains 2	-1.54119844597814	-1.59660971132729	0.00225083359090953	0.011351840878901
ENSOARG00000017814	101111823	ARL5B	ADP ribosylation factor like GTPase 5B	3.29727321687919	3.38465555509578	3.41895704465692e-06	0.000640832963649941
ENSOARG00000017823	101107057	DCBLD2	discoidin, CUB and LCCL domain containing 2	1.51020679003764	1.69710116009438	0.00212802073055305	0.00528793228888001
ENSOARG00000017826	101102157	CAMKK1	calcium/calmodulin dependent protein kinase kinase 1	-3.1641509209449	-2.52816825082433	0.000518020027175162	0.0331630670035802
ENSOARG00000017872		AMMECR1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1	1.75659389276463	2.36524969624325	0.00067477414060412	0.00531452426177425
ENSOARG00000017893	101115387	SHLD1	shieldin complex subunit 1	-1.20462292498331	-1.48649034107958	0.0102496350219598	0.0253595681407179
ENSOARG00000017906	101113687	PCYT2	phosphate cytidylyltransferase 2, ethanolamine	-1.34705935928783	-1.14952386565535	0.000548052909934059	0.0151633868579008
ENSOARG00000017935				-1.08046819051326	-1.48267162527381	0.0188958203026219	0.0488259814291986
ENSOARG00000017954	101111781	ACSL4	acyl-CoA synthetase long chain family member 4	2.18309659548063	4.3077809973599	4.07491535699131e-05	0.000207124780440011
ENSOARG00000018016	101102694	PASK	PAS domain containing serine/threonine kinase	-1.73633233273173	-1.49679686824861	0.000210847561308719	0.0225386801843136
ENSOARG00000018055	101106841	MARCH3	membrane associated ring-CH-type finger 3	1.18990688304279	2.12096843146629	0.0104937262065563	0.0226188985365298
ENSOARG00000018083	101118798	ALDH3A2	aldehyde dehydrogenase 3 family member A2	-0.894559719360814	-1.32927817065122	0.0143192714862255	0.00231202032050796
ENSOARG00000018111	100302073	RAB9A	RAB9A, member RAS oncogene family	1.01812487798992	1.26774672512733	0.0175013093515557	0.0351499797615051
ENSOARG00000018151	101111971	DIS3L	DIS3 like exosome 3'-5' exoribonuclease	-1.20227161549952	-1.20730492770992	0.00056086908139005	0.0169877195580364
ENSOARG00000018193	100147800	SLC25A10	solute carrier family 25 member 10	-2.05278125751453	-2.41000784585052	0.000123143172405992	0.0111979683240469
ENSOARG00000018199	101115959		TRPM8 channel-associated factor 2	2.14155998007323	2.21235796958681	0.00013838225285127	0.00174762493564781
ENSOARG00000018242	101113636	LOC101113636	vascular cell adhesion protein 1-like	2.19781490295559	2.37887799519046	0.0339092262811892	0.0101234946876738
ENSOARG00000018257	101117614	TRIM3	tripartite motif containing 3	-1.32808432109437	-1.90442225150717	0.00179840962185671	0.00706310055118109
ENSOARG00000018258	101103068	SMAD6	SMAD family member 6	-1.67660158266084	-2.7791723691556	0.0104882291954918	0.0436975639138785
ENSOARG00000018288	101122265	NCKAP5L	NCK associated protein 5 like	-1.27899532626228	-1.13349254173052	0.000599413675354942	0.0246048293280574
ENSOARG00000018309	101114102	PEX1	peroxisomal biogenesis factor 1	-0.949941546872352	-1.15039472828669	0.0359318744815016	0.0129634738447805
ENSOARG00000018361		ZDHHC8	zinc finger DHHC-type containing 8	-0.990582792924584	-1.09636224075341	0.00865432878357594	0.0246048293280574
ENSOARG00000018365		PAOX	polyamine oxidase	-1.06054423568808	-1.52025316646787	0.00746884758806529	0.0158337319992007
ENSOARG00000018406	101115329	DPH5	diphthamide biosynthesis 5	1.07195107694097	1.24459172303781	0.0257539769648279	0.00850927489717833
ENSOARG00000018429	101105817	ARHGEF5	Rho guanine nucleotide exchange factor 5	0.874936011213245	2.33665372797446	0.0248308548567855	0.00126530764368243
ENSOARG00000018454	101103837	ABTB2	ankyrin repeat and BTB domain containing 2	3.18045471568905	3.25139162837839	1.51022378018168e-06	0.000640832963649941
ENSOARG00000018458	101123650	STX6	syntaxin 6	1.0468678767747	1.46691508239101	0.0160801279108873	0.0104999960708928
ENSOARG00000018469	101111645	MTHFR	methylenetetrahydrofolate reductase	-1.99675550610856	-1.86359795307426	0.000103181617126505	0.00693342711031243
ENSOARG00000018480		FAM83G	family with sequence similarity 83 member G	-1.36435137047941	-1.3702838068619	0.0422547537819441	0.0175841205278068
ENSOARG00000018528	101123140	TGM2	transglutaminase 2	2.57076499978054	3.68844361793758	1.03619496530058e-06	0.00164123905460723
ENSOARG00000018548	443544	SHMT1	serine hydroxymethyltransferase 1	-1.35097363441003	-2.05656437478211	0.000950582069028409	0.000623552188592267
ENSOARG00000018615	101112306	SAMD9	sterile alpha motif domain-containing protein 9	2.65683739560209	2.45175853006128	0.00012111355246458	0.013796476649279
ENSOARG00000018628	101113187	NFKBIZ	NFKB inhibitor zeta	2.41814487815882	3.88753016058536	0.00067477414060412	0.000988420805958692
ENSOARG00000018699	101111901	CRTAM	cytotoxic and regulatory T cell molecule	6.75710234278447	7.61252361097063	3.71390879731119e-05	8.6093004578047e-05
ENSOARG00000018732	101107524	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats	-0.953325100901332	-2.22581682925414	0.0432882545895992	0.00657462665063023
ENSOARG00000018737	101114151	ALCAM	activated leukocyte cell adhesion molecule	1.41658919021046	2.51624719832704	0.00154332005202413	0.00832983177907955
ENSOARG00000018738	101117688	BMP2	bone morphogenetic protein 2	1.93618337631302	2.92334208649469	0.000485453665151674	0.0140107154493645
ENSOARG00000018763	101119999	UNC119	unc-119 lipid binding chaperone	-1.06178578250201	-1.2930219138933	0.0266992574013198	0.0034295150789522
ENSOARG00000018809	101113884	CD44	CD44 molecule (Indian blood group)	1.17095807697292	2.37187407130161	0.00963444979137992	0.00542070053159024
ENSOARG00000018834	101119413	NLRC5	NLR family CARD domain containing 5	2.82704962874445	4.29645208312314	1.48543299963688e-05	0.000130872089438869
ENSOARG00000018847	443118	CREB1	cAMP responsive element binding protein 1	0.942090993009553	1.07898420999868	0.0291144590786496	0.013771748354274
ENSOARG00000018849	101122535	GHDC	GH3 domain containing	-1.14584467560732	-0.890715021782813	0.0166501397995811	0.0274052563528102
ENSOARG00000018857	443247	SLC1A2	solute carrier family 1 member 2	2.3500724055991	4.90621678182965	0.000177703603857933	6.98219986329008e-05
ENSOARG00000018871	101111153	CD47	CD47 molecule	1.46269487302787	1.71114113244021	0.000432841868716365	0.0192670539610989
ENSOARG00000018897	101111421	IFT57	intraflagellar transport 57	1.26819376067164	1.39953639972541	0.000640986271186787	0.00752526115323431
ENSOARG00000018978	101103495	RNASEL	ribonuclease L	2.64452286293598	1.8703805592589	0.000185405553766075	0.0431233081710675
ENSOARG00000018995	101111438	SLC35F6	solute carrier family 35 member F6	-1.08397524076104	-1.65234086618188	0.000980017029025782	0.0155012928320394
ENSOARG00000019002	101103743	RGS16	regulator of G protein signaling 16	3.36246045894539	5.88354935802935	0.000110786441595199	0.000125803926915973
ENSOARG00000019063	101112982	CBLN3	cerebellin 3 precursor	1.41987730580036	2.37291245309212	0.00271837294399572	0.00548684725081092
ENSOARG00000019098	101104473	RND1	Rho family GTPase 1	3.32932048397861	4.28190691810093	9.00999702147991e-06	0.00289287276206855
ENSOARG00000019154	101107185	TTLL12	tubulin tyrosine ligase like 12	-1.13376917616039	-1.7840578544483	0.0351180702911255	0.000872720356936537
ENSOARG00000019165	101102135	MPST	mercaptopyruvate sulfurtransferase	1.36182362272029	1.26429857400721	0.0227658436631243	0.0175841205278068
ENSOARG00000019174	101106199	LOC101106199	hemoglobin fetal subunit beta	1.18531934788355	4.29218358292886	0.0140636215031486	0.00284060512572181
ENSOARG00000019212	100135691	PSME2	proteasome activator subunit 2	1.16112029724013	1.63014926243399	0.00932618905281762	0.0240051254191212
ENSOARG00000019231	101107857	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2	-1.04239615265464	-1.51448211862787	0.0436287207774103	0.0444911119387644
ENSOARG00000019235	101102702	MID1IP1	MID1 interacting protein 1	-1.67275454788158	-1.87948110674289	0.00262570730296569	0.00377011616543431
ENSOARG00000019272	101103965	USP18	ubiquitin specific peptidase 18	3.06433439575494	3.21624160476995	0.00130129925291747	0.00103514942532738
ENSOARG00000019298	101120715	CD200	CD200 molecule	1.62401412683512	3.04619955455477	0.00261456690704673	0.00583582779451428
ENSOARG00000019324	101112941	INPP5D	inositol polyphosphate-5-phosphatase D	-1.12340720543451	-1.54722500301223	0.0159183845615074	0.0324075997796482
ENSOARG00000019342	101121520	HOMEZ	homeobox and leucine zipper encoding	1.24582140795573	0.975949024846234	0.000318322087256131	0.0268362937251405
ENSOARG00000019349	101104200	CSF1	colony stimulating factor 1	2.1049820040974	3.24026209309797	0.00138639836916323	0.00535986626629887
ENSOARG00000019354	443250	SLC7A8	solute carrier family 7 member 8	-1.82199867742623	-1.63332222136265	0.00795869508460863	0.0457883964671989
ENSOARG00000019371	101109162	TMEM106C	transmembrane protein 106C	-1.22159022767908	-1.7848520517424	0.0059145405872621	0.00782515523737521
ENSOARG00000019372	101107273	VDR	vitamin D receptor	1.84782354662745	1.72724490374553	2.0239827161016e-05	0.0137414759802901
ENSOARG00000019382	101101893	C14orf93	chromosome 7 open reading frame, human C14orf93	-1.11827807639577	-1.64348406168178	0.0269993653744315	0.00834055075001223
ENSOARG00000019387	101102150	AJUBA	ajuba LIM protein	-0.987787471317518	-0.950926101309286	0.0103957480965908	0.0312634015067135
ENSOARG00000019412	101115253	CFAP44	cilia and flagella associated protein 44	-0.999009967501349	-1.56437485675821	0.0291430920170529	0.00746551341930102
ENSOARG00000019436	101105755	ABHD4	abhydrolase domain containing 4	-0.950814672006115	-1.82382726405883	0.00330976556566351	0.014236101527441
ENSOARG00000019503	101109694	CAPRIN2	caprin family member 2	-1.36695266469365	-0.927000413966964	0.000505251160235774	0.0175841205278068
ENSOARG00000019517	101106229	CHI3L2	chitinase-3-like protein 2	2.29320673828635	3.72908538275336	0.0252894017580206	0.000689071639550647
ENSOARG00000019535	443365	SLC11A1	solute carrier family 11 member 1	-1.27925345417981	-1.41011024205419	0.0220312688722183	0.00976818372215896
ENSOARG00000019539		GRAMD4	GRAM domain containing 4	-1.84302267192521	-1.60867525074458	0.000746262313888869	0.00538887029994745
ENSOARG00000019563		CERK	ceramide kinase	-2.0385572235371	-1.84306405362076	0.000107674709400273	0.00174762493564781
ENSOARG00000019564	101108298	TMTC1	transmembrane and tetratricopeptide repeat containing 1	1.63445546598068	2.09269963646356	0.000318322087256131	0.00167693209299595
ENSOARG00000019630	443330	ADORA3	adenosine A3 receptor	-3.2451232933797	-4.01802655647612	0.000180175158276912	5.86369841701793e-05
ENSOARG00000019659				2.15952635439774	1.82891539301852	0.000733648946099544	0.0106310562230134
ENSOARG00000019687	101114961	ARHGEF40	Rho guanine nucleotide exchange factor 40	-0.846903571673977	-1.05648224513562	0.0295148556872856	0.0479010581738525
ENSOARG00000019718	100142674	PRKAG3	protein kinase AMP-activated non-catalytic subunit gamma 3	-2.07027912642118	-2.10240685108269	0.000372919415910681	0.00693342711031243
ENSOARG00000019733	101117713	MOV10	Mov10 RISC complex RNA helicase	1.86660362599841	2.62973451676406	0.000836279377671741	0.0010484182204115
ENSOARG00000019734	101111785	WNT6	Wnt family member 6	4.27968248431855	3.63966905025649	8.73748334007369e-06	0.000718624458228355
ENSOARG00000019742	101106754	MXD1	MAX dimerization protein 1	2.79428782074105	1.93398182647164	5.62976372365132e-05	0.0246048293280574
ENSOARG00000019760	101118325	ZC3H12A	zinc finger CCCH-type containing 12A	3.12671410221828	3.94264609494701	3.41895704465692e-06	0.000410949104167659
ENSOARG00000019762	554317	CD80	CD80 molecule	4.45620794248447	6.31340635264392	2.00464112968071e-05	0.000299292752945041
ENSOARG00000019780	101115701	HDAC10	histone deacetylase 10	-1.04881608301671	-1.27289873411273	0.00827809381727325	0.0409099633658667
ENSOARG00000019799	101115956	MAPK12	mitogen-activated protein kinase 12	-0.965743109348813	-1.18048410332119	0.0083479982175675	0.0203771819829046
ENSOARG00000019802	101111789	STK38L	serine/threonine kinase 38 like	1.35416444347904	1.57614836749463	0.00102236201613854	0.0218316823344509
ENSOARG00000019806	101116473	PLXNB2	plexin B2	-1.10873584988503	-1.781932472963	0.000484796900134989	0.00156585271151468
ENSOARG00000019813	101115074	C1orf109	chromosome 1 open reading frame, human C1orf109	3.05653578212811	2.90952440469222	0.000318322087256131	0.00255564287840826
